brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_Mile,Luxury_Brand,High_Mileage,Vehicle_Age_Group
Porsche,Boxster Base,2005,75000,Gasoline,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,Unknown,Unknown,17500,21,0.23333333333333334,1,0,Very Old
Dodge,Charger R/T,2014,95000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17900,12,0.18842105263157893,0,0,Old
Land,Rover Range Rover Sport Supercharged HSE,2016,49799,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,37500,10,0.7530271692202655,0,0,Moderate
Ford,Mustang GT,2006,27407,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Red,None reported,Yes,21750,20,0.7935928777319663,0,0,Old
Alfa,Romeo Giulia Ti,2020,23339,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Rosso,Black,Unknown,Unknown,34645,6,1.4844252110201808,0,0,Moderate
Tesla,Model S 90D,2016,74122,Unknown,417.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,35900,10,0.4843366341976741,0,0,Moderate
Jaguar,XK8 Base,1997,50000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,6000,29,0.12,0,0,Very Old
Mercedes-Benz,GLC 300 GLC 300,2021,14745,Gasoline,2.0 Liter Turbo,Automatic,Graphite Grey,–,None reported,Unknown,38998,5,2.6448287555103427,1,0,New
Chevrolet,Corvette Stingray w/3LT,2021,2700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,85950,5,31.833333333333332,0,0,New
Buick,Regal Turbo - Premium 1,2012,190000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6000,14,0.031578947368421054,0,1,Old
Audi,A4 2.0T Premium,2014,90236,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,9999,12,0.11080943304224478,1,0,Old
Jeep,Gladiator Overland,2020,4000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,50000,6,12.5,0,0,Moderate
Land,Rover Range Rover Westminster SWB,2022,2220,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,White,None reported,Yes,115999,4,52.251801801801804,0,0,New
GMC,Yukon XL Denali,2017,124000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,32000,9,0.25806451612903225,0,1,Moderate
Ford,Ranger Lariat,2019,45163,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,–,None reported,Yes,35690,7,0.7902486548723513,0,0,Moderate
Volkswagen,Passat 2.0T SE,2020,49400,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,20900,6,0.4230769230769231,0,0,Moderate
Porsche,911 Carrera,2020,11256,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,124900,6,11.096304193319119,1,0,Moderate
Chevrolet,Corvette Stingray w/1LT,2021,13700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,75000,5,5.474452554744525,0,0,New
Land,Rover Range Rover HSE,2011,174678,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9500,15,0.05438578412851074,0,1,Old
Lexus,RX 450h F Sport Handling,2022,1600,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,59000,4,36.875,1,0,New
Porsche,911 GT3 RS,2019,15509,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Lizard Green,Black,None reported,Unknown,229900,7,14.823650783416081,1,0,Moderate
Ford,Expedition Platinum,2020,69849,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,48149,6,0.689329840083609,0,0,Moderate
Toyota,Tacoma PreRunner,2008,160000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,17000,18,0.10625,0,1,Old
Toyota,Mirai Base,2016,40000,not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,9500,10,0.2375,0,0,Moderate
Ford,Explorer Sport Trac XLT,2007,228000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3850,19,0.016885964912280702,0,1,Old
GMC,Sierra 1500 SLE1 Extended Cab,2008,187000,–,–,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,6100,18,0.032620320855614976,0,1,Old
Mercedes-Benz,C-Class C 300 Luxury,2015,102000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17000,11,0.16666666666666666,1,1,Old
Cadillac,SRX Standard,2016,48000,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,24995,10,0.5207291666666667,0,0,Moderate
Chrysler,Town & Country Touring-L,2012,163500,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Beige,None reported,Yes,5949,14,0.03638532110091743,0,1,Old
Porsche,911 Carrera,2023,1500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,149000,3,99.33333333333333,1,0,New
Porsche,718 Cayman GT4,2021,2100,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,Unknown,Unknown,136900,5,65.19047619047619,1,0,New
Ford,F-350 Lariat,2018,66281,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,63500,8,0.9580422745583199,0,0,Moderate
Ford,Mustang Mach-E Select,2021,18000,Unknown,266.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,39499,5,2.1943888888888887,0,0,New
Ford,F-150 XL,2014,27300,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,21500,12,0.7875457875457875,0,0,Old
Mazda,CX-30 Base,2020,19319,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,24899,6,1.2888348258191418,0,0,Moderate
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,32936,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,90000,10,2.732572261355356,1,0,Moderate
BMW,M4 Base,2017,30450,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999,9,1.7405254515599342,1,0,Moderate
Jeep,Wrangler Sport,2017,38200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,29500,9,0.7722513089005235,0,0,Moderate
Jeep,Wrangler Sport,2020,26315,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,31871,6,1.211134334030021,0,0,Moderate
Chevrolet,Silverado 1500 LS,2003,110000,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,8900,23,0.0809090909090909,0,1,Very Old
MINI,Hardtop Cooper,2014,19700,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,13500,12,0.6852791878172588,0,0,Old
Honda,Element EX,2008,192000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,11000,18,0.057291666666666664,0,1,Old
Porsche,911 Carrera 4S,2017,26000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,116911,9,4.4965769230769235,1,0,Moderate
Subaru,Impreza Outback Sport Wagon,2008,98313,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,7495,18,0.07623610305859856,0,0,Old
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,28500,5,0.42857142857142855,0,0,New
Nissan,Kicks S,2022,19877,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,Unknown,18999,4,0.9558283443175529,0,0,New
Kia,Seltos S,2021,16100,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,25500,5,1.5838509316770186,0,0,New
GMC,Yukon SLE,2016,83858,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27633,10,0.329521333683131,0,0,Moderate
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56000,6,2.3228803716608595,1,0,Moderate
Ford,Explorer XLT,2020,42609,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,32107,6,0.7535262503227018,0,0,Moderate
Subaru,Impreza 2.0i Premium,2017,160000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,7750,9,0.0484375,0,1,Moderate
INFINITI,QX80 Base,2017,121525,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500,9,0.23451964616334087,0,1,Moderate
Kia,Telluride S,2023,6423,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,42500,3,6.616845710727074,0,0,New
Pontiac,Solstice Base,2007,62310,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,12900,19,0.20702936928261917,0,0,Old
Mazda,Mazda6 Carbon Edition,2021,21444,Gasoline,2.5L I4 16V,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,29995,5,1.3987595597836224,0,0,New
Ford,Transit-350 Base,2015,112000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,29500,11,0.26339285714285715,0,1,Old
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,60000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,16500,13,0.275,0,0,Old
Dodge,Dart SE,2013,153250,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4399,13,0.028704730831973897,0,1,Old
Jeep,Wrangler Unlimited Sahara,2019,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39900,7,0.7,0,0,Moderate
Chevrolet,Tahoe LTZ,2011,140401,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,16000,15,0.11395930228417177,0,1,Old
Ford,F-150 Tremor,2023,5500,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,70000,3,12.727272727272727,0,0,New
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,89000,4,44.27860696517413,0,0,New
Tesla,Model 3 Long Range,2018,24360,Unknown,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,31500,8,1.293103448275862,0,0,Moderate
Audi,A4 2.0T Premium,2013,96800,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,11000,13,0.11363636363636363,1,0,Old
Cadillac,CTS Performance,2014,34988,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,21500,12,0.6144963987652909,0,0,Old
Nissan,Frontier SV,2012,65750,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,15995,14,0.2432699619771863,0,0,Old
Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,43860,7,0.7741730504465704,0,0,Moderate
Lincoln,MKT Base,2016,140200,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10500,10,0.07489300998573467,0,1,Moderate
Chevrolet,Cruze LT Automatic,2016,122971,Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,12999,10,0.10570784981824984,0,1,Moderate
Nissan,Xterra S,2008,227010,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,3850,18,0.016959605303731112,0,1,Old
Ford,F-150 Lariat SuperCrew,2004,271000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,9500,22,0.03505535055350553,0,1,Very Old
Porsche,911 Turbo,2022,13800,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,234000,4,16.956521739130434,1,0,New
Dodge,Ram 2500 Quad Cab,2001,171079,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,27500,25,0.16074445139380053,0,1,Very Old
Chevrolet,Colorado ZR2,2021,24915,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,Unknown,44791,5,1.7977523580172587,0,0,New
Nissan,Kicks S,2022,15577,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Electric Blue Metallic,Charcoal,None reported,Unknown,19599,4,1.2582011940681774,0,0,New
Audi,S4 3.0T Premium Plus,2014,102370,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21373,12,0.20878186968838527,1,1,Old
Lamborghini,Gallardo LP570-4 Superleggera,2011,16000,Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,229000,15,14.3125,0,0,Old
Mercedes-Benz,C-Class C 250 Luxury,2012,122000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,15000,14,0.12295081967213115,1,1,Old
FIAT,500X Trekking Plus,2016,48500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Brown,None reported,Yes,15999,10,0.3298762886597938,0,0,Moderate
Ford,F-150 XLT,2018,53500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,31500,8,0.5887850467289719,0,0,Moderate
Ford,F-250 XL Crew Cab Super Duty,2004,315000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,9200,22,0.029206349206349208,0,1,Very Old
Ford,E350 Super Duty Base,2006,158000,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500,20,0.05379746835443038,0,1,Old
Kia,Sorento SXL,2019,43850,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,30000,7,0.6841505131128849,0,0,Moderate
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,73500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,19000,11,0.2585034013605442,1,0,Old
Nissan,Altima 2.5 SL,2014,153350,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000,12,0.05868927290511901,0,1,Old
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,74000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,25500,7,0.34459459459459457,0,0,Moderate
BMW,328 i xDrive,2013,52000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,17500,13,0.33653846153846156,1,0,Old
Audi,Q4 e-tron 50 Premium Plus,2022,250,Unknown,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,52000,4,208.0,1,0,New
Nissan,Pathfinder S,2017,145000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500,9,0.05862068965517241,0,1,Moderate
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500,6,0.7932440018549706,0,0,Moderate
Ford,E350 Super Duty XLT,2010,248000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,14000,16,0.056451612903225805,0,1,Old
GMC,HUMMER EV Edition 1,2023,940,Unknown,Electric Motor Electric Fuel System,A/T,White,Black,Unknown,Unknown,146000,3,155.31914893617022,0,0,New
BMW,M3 CS,2018,38000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,60500,8,1.5921052631578947,1,0,Moderate
Acura,TLX V6 Advance,2016,128000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19500,10,0.15234375,0,1,Moderate
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,Unknown,68990,4,9.2541918175721,0,0,New
Jeep,Wrangler SE,1999,137790,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,–,None reported,Yes,12000,27,0.08708904855214457,0,1,Very Old
Ford,Edge Sport,2016,92000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,19995,10,0.21733695652173912,0,0,Moderate
Porsche,911 Carrera Cabriolet,2001,21450,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,36000,25,1.6783216783216783,1,0,Very Old
Nissan,Murano SL,2021,43875,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,Unknown,29725,5,0.6774928774928775,0,0,New
Pontiac,G8 GT,2009,81327,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17500,17,0.21518069029965448,0,0,Old
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,41000,5,0.5629084518644626,1,0,New
McLaren,720S Performance,2020,5072,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,279950,6,55.19518927444795,0,0,Moderate
Jeep,Commander Sport,2007,161900,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4800,19,0.02964793082149475,0,1,Old
Audi,A5 45 S line Premium Plus,2022,24500,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,47000,4,1.9183673469387754,1,0,New
BMW,M550 i xDrive,2018,14993,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900,8,2.994730874408057,1,0,Moderate
Volkswagen,Jetta 1.4T R-Line,2019,96000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,14980,7,0.15604166666666666,0,0,Moderate
Porsche,Taycan 4S,2022,7900,Unknown,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,108000,4,13.670886075949367,1,0,New
Cadillac,CTS 2.0L Turbo Luxury,2019,35566,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26000,7,0.7310352583928471,0,0,Moderate
Lexus,IS-F Base,2008,113000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,34000,18,0.3008849557522124,1,1,Old
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000,4,2.2245865170712835,0,0,New
Porsche,911 Turbo Cabriolet,2008,10900,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,129000,18,11.8348623853211,1,0,Old
Buick,LaCrosse Leather,2012,19079,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,15995,14,0.8383563079825986,0,0,Old
Mazda,RX-8 Sport,2008,155500,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,6800,18,0.04372990353697749,0,1,Old
Ford,Mustang GT Premium,2019,35500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,32300,7,0.9098591549295775,0,0,Moderate
Mazda,Mazda6 Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,25215,5,0.48255602549135934,0,0,New
Ford,Ranger Edge SuperCab,2004,110000,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500,22,0.07727272727272727,0,1,Very Old
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,59250,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999,10,0.3206582278481013,0,0,Moderate
Ford,Thunderbird Deluxe,2004,39000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,Unknown,Unknown,22000,22,0.5641025641025641,0,0,Very Old
Hummer,H2 Base,2008,155000,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,37000,18,0.23870967741935484,0,1,Old
BMW,X5 sDrive35i,2017,39250,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,28900,9,0.7363057324840764,1,0,Moderate
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998,6,1.606884594240284,1,0,Moderate
Hyundai,Accent GLS,2014,127941,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500,12,0.0586207705114076,0,1,Old
RAM,1500 Big Horn,2014,124000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24850,12,0.20040322580645162,0,1,Old
