brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_Mile,Luxury_Brand,High_Mileage,Vehicle_Age_Group
Acura,TLX A-Spec,2020,32500,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000,6,0.9846153846153847,0,0,Moderate
Audi,A6 3.0T Premium Plus,2016,71280,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,22000,10,0.30864197530864196,1,0,Moderate
Porsche,Panamera 2,2011,37200,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,27500,15,0.739247311827957,1,0,Old
Saturn,Sky Red Line,2008,94291,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,14500,18,0.15377925782948532,0,0,Old
Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,17000,20,0.3143374875189527,0,0,Old
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,66000,4,8.461538461538462,0,0,New
Jeep,Wrangler Sport,2016,86250,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,22000,10,0.25507246376811593,0,0,Moderate
BMW,X5 xDrive50i,2016,75479,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27899,10,0.36962598868559465,1,0,Moderate
BMW,750 i,2017,24650,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,50000,9,2.028397565922921,1,0,Moderate
Volkswagen,Golf R 4-Door,2013,102750,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,20000,13,0.19464720194647203,0,1,Old
Alfa,Romeo Stelvio Base,2018,50000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,27500,8,0.55,0,0,Moderate
BMW,X5 xDrive35i,2017,72700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,27499,9,0.37825309491059145,1,0,Moderate
BMW,X6 M Base,2018,54293,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,49000,8,0.9025104525445269,1,0,Moderate
Lexus,IS 300 Base,2018,16000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,30500,8,1.90625,1,0,Moderate
Lamborghini,Gallardo SE,2006,19500,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,Yes,129000,20,6.615384615384615,0,0,Old
BMW,428 i,2014,71000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,16700,12,0.2352112676056338,1,0,Old
BMW,X5 xDrive40i,2019,60000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,36500,7,0.6083333333333333,1,0,Moderate
Porsche,Boxster Base,1998,75539,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,11995,28,0.15879214710282105,1,0,Very Old
Alfa,Romeo Giulia Base,2017,36000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,21000,9,0.5833333333333334,0,0,Moderate
Mercedes-Benz,C-Class C 300,2019,76422,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,28998,7,0.37944570935071054,1,0,Moderate
Nissan,370Z NISMO Tech,2016,42600,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,31950,10,0.75,0,0,Moderate
Rivian,R1S Adventure Package,2023,211,Unknown,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,99000,3,469.1943127962085,0,0,New
Chevrolet,Suburban LT,2017,98888,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000,9,0.2932610630207912,0,0,Moderate
Ford,Fusion Hybrid SE,2019,64532,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,19395,7,0.300548565052997,0,0,Moderate
BMW,X3 xDrive35i,2011,75500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12975,15,0.1718543046357616,1,0,Old
Buick,Envision Preferred,2019,32000,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,27000,7,0.84375,0,0,Moderate
Buick,Envision Essence,2019,47839,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,24991,7,0.5223980434373628,0,0,Moderate
Porsche,Cayenne GTS,2013,98413,Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,Yes,34900,13,0.35462794549500576,1,0,Old
Audi,RS 5 2.9T,2022,9628,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,78500,4,8.15330286663897,1,0,New
Jaguar,XK8 Base,1999,15000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,16370,27,1.0913333333333333,0,0,Very Old
Audi,R8 5.2 V10,2021,6397,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,Unknown,172900,5,27.028294513052995,1,0,New
Honda,Pilot Black Edition,2022,22564,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,Unknown,44998,4,1.9942386101755007,0,0,New
Lexus,RX 350 Crafted Line F Sport,2015,110000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28000,11,0.2545454545454545,1,1,Old
Mercedes-Benz,Sprinter 3500 High Roof,2022,105,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,200000,4,1904.7619047619048,1,0,New
Toyota,4Runner Limited,2004,186117,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13000,22,0.06984853613587153,0,1,Very Old
Jeep,Wrangler Sport,2002,103500,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,None reported,Yes,12500,24,0.12077294685990338,0,1,Very Old
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,Unknown,76700,7,9.499628436958137,0,0,Moderate
BMW,M3 Base,2011,43000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,50900,15,1.1837209302325582,1,0,Old
BMW,750 i,2015,70700,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,23000,11,0.32531824611032534,1,0,Old
Chevrolet,Trailblazer RS,2022,42479,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,28495,4,0.6708020433626027,0,0,New
Ford,Excursion XLT 4WD,2000,205000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,9950,26,0.04853658536585366,0,1,Very Old
Audi,SQ5 3.0T Premium Plus,2019,22300,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38999,7,1.7488340807174887,1,0,Moderate
Ford,Expedition EL Limited,2017,104000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,19995,9,0.1922596153846154,0,1,Moderate
Ford,Bronco Sport Base,2022,13865,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,Yes,29182,4,2.104724125495853,0,0,New
BMW,M4 Competition xDrive,2022,15882,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,Yes,84995,4,5.351655962725098,1,0,New
Land,Rover Defender,2022,12209,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,None reported,Unknown,104900,4,8.5920222786469,0,0,New
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483,Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,Unknown,60998,5,5.818754173423638,1,0,New
Nissan,GT-R Premium,2017,31150,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,113000,9,3.6276083467094704,0,0,Moderate
Chrysler,200 C,2015,44000,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,12700,11,0.28863636363636364,0,0,Old
Hummer,H2 Base,2003,109000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,17500,23,0.16055045871559634,0,1,Very Old
BMW,M4 Base,2020,31350,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,62450,6,1.9920255183413078,1,0,Moderate
Audi,Q8 55 Premium Plus,2021,30000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,62000,5,2.066666666666667,1,0,New
Land,Rover Range Rover HSE,2012,66500,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,19950,14,0.3,0,0,Old
Nissan,Frontier SV,2012,96600,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,At least 1 accident or damage reported,Yes,17000,14,0.17598343685300208,0,0,Old
Toyota,Highlander LE Plus,2015,198000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,14000,11,0.0707070707070707,0,1,Old
Audi,S4 3.0T Premium Plus,2013,91877,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,24000,13,0.2612188034001981,1,0,Old
Ford,Expedition Max Limited,2018,45578,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,45023,8,0.9878230725349949,0,0,Moderate
BMW,228 i,2015,54000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,19996,11,0.3702962962962963,1,0,Old
Land,Rover Range Rover Sport HST MHEV,2020,52000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,55000,6,1.0576923076923077,0,0,Moderate
Mercedes-Benz,E-Class AMG E 53,2020,23044,Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,Unknown,72598,6,3.150407915292484,1,0,Moderate
Porsche,911 Carrera,2008,132500,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,35000,18,0.2641509433962264,1,1,Old
Dodge,Dakota SLT Quad Cab,2006,256000,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4000,20,0.015625,0,1,Old
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,65700,17,2.0943576665604082,1,0,Old
Chrysler,Sebring LX,2008,67303,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,4900,18,0.07280507555383861,0,0,Old
Chevrolet,Corvette Stingray w/3LT,2021,12000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,99900,5,8.325,0,0,New
Ford,Bronco Outer Banks,2023,16500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,54000,3,3.272727272727273,0,0,New
Toyota,Tacoma TRD Pro,2018,28800,Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","Manual, 6-Spd",–,Black,None reported,Unknown,42900,8,1.4895833333333333,0,0,Moderate
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39900,7,0.45340909090909093,0,0,Moderate
Ford,Shelby GT350 Base,2018,18515,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,60867,8,3.2874426140966784,0,0,Moderate
Tesla,Model 3 Performance,2018,92813,Unknown,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,30499,8,0.3286069839354401,0,0,Moderate
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,172000,3,81.9047619047619,0,0,New
Volvo,XC60 T6 Inscription,2019,58600,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,29000,7,0.4948805460750853,0,0,Moderate
Lexus,LS 460 Crafted Line,2015,74500,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,33900,11,0.45503355704697984,1,0,Old
Tesla,Model S 100D,2018,33500,Unknown,518.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,51900,8,1.5492537313432835,0,0,Moderate
Cadillac,XT6 Premium Luxury AWD,2023,222,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,69000,3,310.81081081081084,0,0,New
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,16499,19,0.2196235557212076,0,0,Old
Chevrolet,Corvette Grand Sport,2013,15500,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,Yes,45000,13,2.903225806451613,0,0,Old
Audi,Q8 55 Premium,2020,34300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,52500,6,1.530612244897959,1,0,Moderate
Honda,Odyssey Elite,2019,82000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,32471,7,0.3959878048780488,0,0,Moderate
Acura,TLX,2023,3389,Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,Unknown,38598,3,11.389200354086752,0,0,New
Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,145000,3,14.5,1,0,New
Cadillac,STS V6,2005,96000,Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,At least 1 accident or damage reported,Yes,4999,21,0.05207291666666667,0,0,Very Old
Dodge,Charger R/T,2021,7751,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,41950,5,5.412204876790091,0,0,New
Audi,RS 7 4.0T Performance Prestige,2017,66250,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,59200,9,0.8935849056603774,1,0,Moderate
Lexus,CT 200h Premium,2012,109000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,At least 1 accident or damage reported,Yes,14945,14,0.13711009174311928,1,1,Old
Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17000,11,0.2833333333333333,0,0,Old
Tesla,Model S Performance,2020,14700,Unknown,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,63000,6,4.285714285714286,0,0,Moderate
Mercedes-Benz,E-Class E 350 4MATIC,2022,9006,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56999,4,6.329002886964246,1,0,New
Toyota,GR86 Base,2022,13400,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,33499,4,2.4999253731343285,0,0,New
Porsche,Macan S,2020,28570,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,Unknown,55998,6,1.96002800140007,1,0,Moderate
Dodge,Durango SRT,2018,78000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44700,8,0.573076923076923,0,0,Moderate
Lexus,LX 570 Base,2013,134000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,29995,13,0.22384328358208955,1,1,Old
Kia,Optima Hybrid EX,2013,104994,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,None reported,Yes,9000,13,0.08571918395336876,0,1,Old
Bentley,Continental GT V8 S,2016,31500,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,103900,10,3.2984126984126982,0,0,Moderate
Alfa,Romeo Giulia Base,2020,30000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,None reported,Yes,28900,6,0.9633333333333334,0,0,Moderate
Lexus,LX 600 F SPORT,2023,490,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,124999,3,255.1,1,0,New
Porsche,Taycan Turbo,2020,18000,Unknown,616.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,105000,6,5.833333333333333,1,0,Moderate
Toyota,Sequoia Limited,2017,67000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,37999,9,0.5671492537313433,0,0,Moderate
Kia,K5 EX,2021,8263,Gasoline,180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,29000,5,3.5096212029529226,0,0,New
RAM,1500 Big Horn,2021,35003,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,40999,5,1.1712996028911808,0,0,New
Chevrolet,Corvette Base,2008,80000,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,31000,18,0.3875,0,0,Old
Chevrolet,Corvette Stingray w/1LT,2022,6200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Black,None reported,Yes,99999,4,16.128870967741936,0,0,New
Jaguar,F-TYPE S,2014,74595,Gasoline,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,32450,12,0.435015751725987,0,0,Old
Audi,A7 3.0T Prestige,2013,87066,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,20999,13,0.2411848482760205,1,0,Old
Audi,Q8 3.0T Prestige,2019,38360,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None reported,Unknown,49936,7,1.3017726798748697,1,0,Moderate
Kia,Telluride SX,2020,38000,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,41999,6,1.1052368421052632,0,0,Moderate
Toyota,Camry Hybrid XLE,2018,69641,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,23995,8,0.34455277781766486,0,0,Moderate
Toyota,GR86 Premium,2022,1275,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,47999,4,37.64627450980392,0,0,New
BMW,M3 Base,2001,60000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,25000,25,0.4166666666666667,1,0,Very Old
Jeep,Wrangler Rubicon,2014,99450,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21000,12,0.21116138763197587,0,0,Old
Toyota,Tundra Hybrid Capstone,2023,200,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,None reported,Yes,82500,3,412.5,0,0,New
Porsche,Panamera 4 Edition,2016,68000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,32950,10,0.48455882352941176,1,0,Moderate
Lexus,GS 350 Base,2010,212000,Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,9450,16,0.044575471698113205,1,1,Old
GMC,Sierra 3500 Denali,2019,73091,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,58500,7,0.8003721388406233,0,0,Moderate
Kia,Niro Plug-In Hybrid EX,2023,9400,Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,31500,3,3.351063829787234,0,0,New
Porsche,Cayenne Base,2014,117697,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16975,12,0.144226275945861,1,1,Old
Mercedes-Benz,S-Class S 65 AMG,2015,95428,Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None reported,Yes,55000,11,0.5763507565913568,1,0,Old
Lexus,GX 460 Premium,2017,116300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,31950,9,0.27472055030094583,1,1,Moderate
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778,Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,41899,7,0.7379442741907076,0,0,Moderate
Audi,Q5 S line Premium Plus,2023,5682,Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,None reported,Unknown,48698,3,8.570573741640267,1,0,New
BMW,530 i,2017,37000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31000,9,0.8378378378378378,1,0,Moderate
Kia,Forte Koup EX,2015,103748,Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,8500,11,0.08192929020318464,0,1,Old
Toyota,Sequoia Limited,2005,86000,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,22500,21,0.2616279069767442,0,0,Very Old
Land,Rover LR4 HSE,2013,125900,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,21000,13,0.16679904686258937,0,1,Old
Nissan,Titan SV,2023,6200,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,48000,3,7.741935483870968,0,0,New
Ford,F-250 Lariat,2019,85000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,52500,7,0.6176470588235294,0,0,Moderate
Mercedes-Benz,AMG GT AMG GT,2017,19324,Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,75000,9,3.8811840198716623,1,0,Moderate
Cadillac,Escalade Platinum,2018,49273,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,54000,8,1.0959348933492987,0,0,Moderate
Tesla,Model 3 Standard Range Plus,2019,42094,Unknown,Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,32000,7,0.7602033543973012,0,0,Moderate
BMW,M3 Base,2017,44000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,55000,9,1.25,1,0,Moderate
Chevrolet,Cruze LT,2012,148377,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,Unknown,Unknown,5500,14,0.03706773960923863,0,1,Old
Dodge,Challenger SRT8,2010,70000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,22000,16,0.3142857142857143,0,0,Old
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,33490,10,0.23372182287668364,1,1,Moderate
Ford,F-350 Platinum,2019,69205,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,73500,7,1.0620619897406256,0,0,Moderate
